Symbol,Name
EKSBX,Wells Fargo Funds Trust: Wells Fargo Diversified Income Builder Fund; Class B Shares
EKSCX,Wells Fargo Funds Trust: Wells Fargo Diversified Income Builder Fund; Class C Shares
EKSYX,Wells Fargo Funds Trust: Wells Fargo Diversified Income Builder Fund; Institutional Class Shares
WFIEX,Wells Fargo Funds Trust: Wells Fargo Diversified International Fund; Administrator Class Shares
SILAX,Wells Fargo Funds Trust: Wells Fargo Diversified International Fund; Class A Shares
SILBX,Wells Fargo Funds Trust: Wells Fargo Diversified International Fund; Class B Shares
WFECX,Wells Fargo Funds Trust: Wells Fargo Diversified International Fund; Class C Shares
WDIHX,Wells Fargo Funds Trust: Wells Fargo Diversified International Fund; Class R Shares
WDIRX,Wells Fargo Funds Trust: Wells Fargo Diversified International Fund; Class R6 Shares
WFISX,Wells Fargo Funds Trust: Wells Fargo Diversified International Fund; Institutional Class Shares
WFLGX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2010 Fund; Administrator Class Shares
STNRX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2010 Fund; Class A Shares
SPTBX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2010 Fund; Class B Shares
WFOCX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2010 Fund; Class C Shares
WFARX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2010 Fund; Class R Shares
WFORX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2010 Fund; Class R4 Shares
WFOAX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2010 Fund; Class R6 Shares
WFFFX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2015 Fund; Administrator Class Shares
WFACX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2015 Fund; Class A Shares
WFBRX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2015 Fund; Class R Shares
WFSRX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2015 Fund; Class R4 Shares
WFSCX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2015 Fund; Class R6 Shares
WFLPX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2020 Fund; Administrator Class Shares
STTRX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2020 Fund; Class A Shares
STPBX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2020 Fund; Class B Shares
WFLAX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2020 Fund; Class C Shares
WFURX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2020 Fund; Class R Shares
WFLRX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2020 Fund; Class R4 Shares
WFOBX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2020 Fund; Class R6 Shares
WFTRX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2025 Fund; Administrator Class Shares
WFAYX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2025 Fund; Class A Shares
WFHRX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2025 Fund; Class R Shares
WFGRX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2025 Fund; Class R4 Shares
WFTYX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2025 Fund; Class R6 Shares
WFLIX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2030 Fund; Administrator Class Shares
STHRX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2030 Fund; Class A Shares
SGPBX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2030 Fund; Class B Shares
WFDMX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2030 Fund; Class C Shares
WFJRX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2030 Fund; Class R Shares
WTHRX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2030 Fund; Class R4 Shares
WFOOX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2030 Fund; Class R6 Shares
WFQWX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2035 Fund; Administrator Class Shares
WFQBX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2035 Fund; Class A Shares
WFKRX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2035 Fund; Class R Shares
WTTRX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2035 Fund; Class R4 Shares
WFQRX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2035 Fund; Class R6 Shares
WFLWX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2040 Fund; Administrator Class Shares
STFRX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2040 Fund; Class A Shares
SLPBX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2040 Fund; Class B Shares
WFOFX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2040 Fund; Class C Shares
WFMRX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2040 Fund; Class R Shares
WTFRX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2040 Fund; Class R4 Shares
WFOSX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2040 Fund; Class R6 Shares
WFQYX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2045 Fund; Administrator Class Shares
WFQVX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2045 Fund; Class A Shares
WFNRX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2045 Fund; Class R Shares
WFFRX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2045 Fund; Class R4 Shares
WFQPX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2045 Fund; Class R6 Shares
WFQDX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2050 Fund; Administrator Class Shares
WFQAX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2050 Fund; Class A Shares
WFQCX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2050 Fund; Class C Shares
WFWRX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2050 Fund; Class R Shares
WQFRX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2050 Fund; Class R4 Shares
WFQFX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2050 Fund; Class R6 Shares
WFLHX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2055 Fund; Administrator Class Shares
WFQZX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2055 Fund; Class A Shares
WFYRX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2055 Fund; Class R Shares
WFVRX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2055 Fund; Class R4 Shares
WFQUX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2055 Fund; Class R6 Shares
WFDFX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2060 Fund; Administrator Class Shares
WFAFX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2060 Fund; Class A Shares
WFCFX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2060 Fund; Class C Shares
WFRFX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2060 Fund; Class R Shares
WFSFX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2060 Fund; Class R4 Shares
WFUFX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target 2060 Fund; Class R6 Shares
WFLOX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target Today Fund; Administrator Class Shares
STWRX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target Today Fund; Class A Shares
WFOKX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target Today Fund; Class B Shares
WFODX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target Today Fund; Class C Shares
WFRRX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target Today Fund; Class R Shares
WOTRX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target Today Fund; Class R4 Shares
WOTDX,Wells Fargo Funds Trust: Wells Fargo Dow Jones Target Today Fund; Class R6 Shares
WDTAX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2015 Fund; Class A Shares
WDTCX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2015 Fund; Class C Shares
WDTRX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2015 Fund; Class R Shares
WDTYX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2015 Fund; Class R4 Shares
WDTZX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2015 Fund; Class R6 Shares
WDTDX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2020 Fund; Class A Shares
WDTEX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2020 Fund; Class C Shares
WDTFX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2020 Fund; Class R Shares
WDTGX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2020 Fund; Class R4 Shares
WDTHX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2020 Fund; Class R6 Shares
WDTIX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2025 Fund; Class A Shares
WDTJX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2025 Fund; Class C Shares
WDTKX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2025 Fund; Class R Shares
WDTLX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2025 Fund; Class R4 Shares
WDTMX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2025 Fund; Class R6 Shares
WDTNX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2030 Fund; Class A Shares
WDTOX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2030 Fund; Class C Shares
WDTPX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2030 Fund; Class R Shares
WDTQX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2030 Fund; Class R4 Shares
WDTSX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2030 Fund; Class R6 Shares
WDTTX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2035 Fund; Class A Shares
WDCTX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2035 Fund; Class C Shares
WDTUX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2035 Fund; Class R Shares
WDTVX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2035 Fund; Class R4 Shares
WDTWX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2035 Fund; Class R6 Shares
WTDAX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2040 Fund; Class A Shares
WTDCX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2040 Fund; Class C Shares
WTDDX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2040 Fund; Class R Shares
WTDEX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2040 Fund; Class R4 Shares
WTDFX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2040 Fund; Class R6 Shares
WTDGX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2045 Fund; Class A Shares
WTDHX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2045 Fund; Class C Shares
WTDIX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2045 Fund; Class R Shares
WTDJX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2045 Fund; Class R4 Shares
WTDKX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2045 Fund; Class R6 Shares
WTDLX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2050 Fund; Class A Shares
WTDMX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2050 Fund; Class C Shares
WTDNX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2050 Fund; Class R Shares
WTDOX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2050 Fund; Class R4 Shares
WTDPX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2050 Fund; Class R6 Shares
WTDQX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2055 Fund; Class A Shares
WTDRX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2055 Fund; Class C Shares
WTDSX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2055 Fund; Class R Shares
WTDTX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2055 Fund; Class R4 Shares
WTDUX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2055 Fund; Class R6 Shares
WTDVX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2060 Fund; Class A Shares
WTDWX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2060 Fund; Class C Shares
WTDYX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2060 Fund; Class R Shares
WTDZX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2060 Fund; Class R4 Shares
WTSZX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target 2060 Fund; Class R6 Shares
WDYAX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target Today Fund; Class A Shares
WDYCX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target Today Fund; Class C Shares
WDYRX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target Today Fund; Class R Shares
WDYYX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target Today Fund; Class R4 Shares
WDYZX,Wells Fargo Funds Trust: Wells Fargo Dynamic Target Today Fund; Class R6 Shares
WFGDX,Wells Fargo Funds Trust: Wells Fargo Emerging Growth Fund; Administrator Class Shares
WEMAX,Wells Fargo Funds Trust: Wells Fargo Emerging Growth Fund; Class A Shares
WEMCX,Wells Fargo Funds Trust: Wells Fargo Emerging Growth Fund; Class C Shares
WEMIX,Wells Fargo Funds Trust: Wells Fargo Emerging Growth Fund; Institutional Class Shares
EMGYX,Wells Fargo Funds Trust: Wells Fargo Emerging Markets Equity Fund; Administrator Class Shares
EMGAX,Wells Fargo Funds Trust: Wells Fargo Emerging Markets Equity Fund; Class A Shares
EMGBX,Wells Fargo Funds Trust: Wells Fargo Emerging Markets Equity Fund; Class B Shares
EMGCX,Wells Fargo Funds Trust: Wells Fargo Emerging Markets Equity Fund; Class C Shares
EMGDX,Wells Fargo Funds Trust: Wells Fargo Emerging Markets Equity Fund; Class R6 Shares
EMGNX,Wells Fargo Funds Trust: Wells Fargo Emerging Markets Equity Fund; Institutional Class Shares
EQIDX,Wells Fargo Funds Trust: Wells Fargo Emerging Markets Equity Income Fund; Administrator Class Shares
EQIAX,Wells Fargo Funds Trust: Wells Fargo Emerging Markets Equity Income Fund; Class A Shares
EQICX,Wells Fargo Funds Trust: Wells Fargo Emerging Markets Equity Income Fund; Class C Shares
EQIHX,Wells Fargo Funds Trust: Wells Fargo Emerging Markets Equity Income Fund; Class R Shares
EQIRX,Wells Fargo Funds Trust: Wells Fargo Emerging Markets Equity Income Fund; Class R6 Shares
EQIIX,Wells Fargo Funds Trust: Wells Fargo Emerging Markets Equity Income Fund; Institutional Class Shares
WECDX,Wells Fargo Funds Trust: Wells Fargo Endeavor Select Fund; Administrator Class Shares
STAEX,Wells Fargo Funds Trust: Wells Fargo Endeavor Select Fund; Class A Shares
WECCX,Wells Fargo Funds Trust: Wells Fargo Endeavor Select Fund; Class C Shares
WFCIX,Wells Fargo Funds Trust: Wells Fargo Endeavor Select Fund; Institutional Class Shares
SEPKX,Wells Fargo Funds Trust: Wells Fargo Enterprise Fund; Administrator Class Shares
SENAX,Wells Fargo Funds Trust: Wells Fargo Enterprise Fund; Class A Shares
WENBX,Wells Fargo Funds Trust: Wells Fargo Enterprise Fund; Class B Shares
WENCX,Wells Fargo Funds Trust: Wells Fargo Enterprise Fund; Class C Shares
WENRX,Wells Fargo Funds Trust: Wells Fargo Enterprise Fund; Class R6 Shares
WFEIX,Wells Fargo Funds Trust: Wells Fargo Enterprise Fund; Institutional Class Shares
WGLDX,Wells Fargo Funds Trust: Wells Fargo Global Long/Short Fund; Administrator Class Shares
WGLAX,Wells Fargo Funds Trust: Wells Fargo Global Long/Short Fund; Class A Shares
WGLCX,Wells Fargo Funds Trust: Wells Fargo Global Long/Short Fund; Class C Shares
WGLSX,Wells Fargo Funds Trust: Wells Fargo Global Long/Short Fund; Institutional Class Shares
EKGYX,Wells Fargo Funds Trust: Wells Fargo Global Opportunities Fund; Administrator Class Shares
EKGAX,Wells Fargo Funds Trust: Wells Fargo Global Opportunities Fund; Class A Shares
EKGBX,Wells Fargo Funds Trust: Wells Fargo Global Opportunities Fund; Class B Shares
EKGCX,Wells Fargo Funds Trust: Wells Fargo Global Opportunities Fund; Class C Shares
EKGIX,Wells Fargo Funds Trust: Wells Fargo Global Opportunities Fund; Institutional Class Shares
WGAXX,Wells Fargo Funds Trust: Wells Fargo Government Money Market Fund; Administrator Class Shares
WFGXX,Wells Fargo Funds Trust: Wells Fargo Government Money Market Fund; Class A Shares
GVIXX,Wells Fargo Funds Trust: Wells Fargo Government Money Market Fund; Institutional Class Shares
WFFXX,Wells Fargo Funds Trust: Wells Fargo Government Money Market Fund; Select Class Shares
NWGXX,Wells Fargo Funds Trust: Wells Fargo Government Money Market Fund; Service Class Shares
WGSDX,Wells Fargo Funds Trust: Wells Fargo Government Securities Fund; Administrator Class Shares
SGVDX,Wells Fargo Funds Trust: Wells Fargo Government Securities Fund; Class A Shares
WGSBX,Wells Fargo Funds Trust: Wells Fargo Government Securities Fund; Class B Shares
WGSCX,Wells Fargo Funds Trust: Wells Fargo Government Securities Fund; Class C Shares
SGVIX,Wells Fargo Funds Trust: Wells Fargo Government Securities Fund; Institutional Class Shares
NVGBX,Wells Fargo Funds Trust: Wells Fargo Growth Balanced Fund; Administrator Class Shares
WFGBX,Wells Fargo Funds Trust: Wells Fargo Growth Balanced Fund; Class A Shares
NVGRX,Wells Fargo Funds Trust: Wells Fargo Growth Balanced Fund; Class B Shares
WFGWX,Wells Fargo Funds Trust: Wells Fargo Growth Balanced Fund; Class C Shares
SGRKX,Wells Fargo Funds Trust: Wells Fargo Growth Fund; Administrator Class Shares
SGRAX,Wells Fargo Funds Trust: Wells Fargo Growth Fund; Class A Shares
WGFCX,Wells Fargo Funds Trust: Wells Fargo Growth Fund; Class C Class
SGRHX,Wells Fargo Funds Trust: Wells Fargo Growth Fund; Class R6 Shares
SGRNX,Wells Fargo Funds Trust: Wells Fargo Growth Fund; Institutional Class Shares
SHMXX,Wells Fargo Funds Trust: Wells Fargo Heritage Money Market Fund; Administrator Class Shares
SHIXX,Wells Fargo Funds Trust: Wells Fargo Heritage Money Market Fund; Institutional Class Shares
WFJXX,Wells Fargo Funds Trust: Wells Fargo Heritage Money Market Fund; Select Class Shares
WHTXX,Wells Fargo Funds Trust: Wells Fargo Heritage Money Market Fund; Service Class Shares
EKHYX,Wells Fargo Funds Trust: Wells Fargo High Yield Bond Fund; Administrator Class Shares
EKHAX,Wells Fargo Funds Trust: Wells Fargo High Yield Bond Fund; Class A Shares
EKHBX,Wells Fargo Funds Trust: Wells Fargo High Yield Bond Fund; Class B Shares
EKHCX,Wells Fargo Funds Trust: Wells Fargo High Yield Bond Fund; Class C Shares
EKHIX,Wells Fargo Funds Trust: Wells Fargo High Yield Bond Fund; Institutional Class Shares
WHYDX,Wells Fargo Funds Trust: Wells Fargo High Yield Municipal Bond Fund; Administrator Class Shares
WHYMX,Wells Fargo Funds Trust: Wells Fargo High Yield Municipal Bond Fund; Class A Shares
WHYCX,Wells Fargo Funds Trust: Wells Fargo High Yield Municipal Bond Fund; Class C Shares
WHYIX,Wells Fargo Funds Trust: Wells Fargo High Yield Municipal Bond Fund; Institutional Class Shares
WFAIX,Wells Fargo Funds Trust: Wells Fargo Index Asset Allocation Fund; Administrator Class Shares
SFAAX,Wells Fargo Funds Trust: Wells Fargo Index Asset Allocation Fund; Class A Shares
SASBX,Wells Fargo Funds Trust: Wells Fargo Index Asset Allocation Fund; Class B Shares
WFALX,Wells Fargo Funds Trust: Wells Fargo Index Asset Allocation Fund; Class C Shares
WFATX,Wells Fargo Funds Trust: Wells Fargo Index Asset Allocation Fund; Institutional Class Shares
WFIOX,Wells Fargo Funds Trust: Wells Fargo Index Fund; Administrator Class Shares
WFILX,Wells Fargo Funds Trust: Wells Fargo Index Fund; Class A Shares
WFIMX,Wells Fargo Funds Trust: Wells Fargo Index Fund; Class B Shares
WFINX,Wells Fargo Funds Trust: Wells Fargo Index Fund; Class C Shares
WFITX,Wells Fargo Funds Trust: Wells Fargo Intermediate Tax/AMT-Free Fund; Administrator Class Shares
WFTAX,Wells Fargo Funds Trust: Wells Fargo Intermediate Tax/AMT-Free Fund; Class A Shares
WFTFX,Wells Fargo Funds Trust: Wells Fargo Intermediate Tax/AMT-Free Fund; Class C Shares
WITIX,Wells Fargo Funds Trust: Wells Fargo Intermediate Tax/AMT-Free Fund; Institutional Class Shares
ESIDX,Wells Fargo Funds Trust: Wells Fargo International Bond Fund; Administrator Class Shares
ESIYX,Wells Fargo Funds Trust: Wells Fargo International Bond Fund; Class A Shares
ESIUX,Wells Fargo Funds Trust: Wells Fargo International Bond Fund; Class B Shares
ESIVX,Wells Fargo Funds Trust: Wells Fargo International Bond Fund; Class C Shares
ESIRX,Wells Fargo Funds Trust: Wells Fargo International Bond Fund; Class R6 Shares
ESICX,Wells Fargo Funds Trust: Wells Fargo International Bond Fund; Institutional Class Shares
WFEDX,Wells Fargo Funds Trust: Wells Fargo International Equity Fund; Administrator Class Shares
WFEAX,Wells Fargo Funds Trust: Wells Fargo International Equity Fund; Class A Shares
WFEBX,Wells Fargo Funds Trust: Wells Fargo International Equity Fund; Class B Shares
WFEFX,Wells Fargo Funds Trust: Wells Fargo International Equity Fund; Class C Shares
WFERX,Wells Fargo Funds Trust: Wells Fargo International Equity Fund; Class R Shares
WFEHX,Wells Fargo Funds Trust: Wells Fargo International Equity Fund; Class R6 Shares
WFENX,Wells Fargo Funds Trust: Wells Fargo International Equity Fund; Institutional Class Shares
WFVDX,Wells Fargo Funds Trust: Wells Fargo International Value Fund; Administrator Class Shares
WFFAX,Wells Fargo Funds Trust: Wells Fargo International Value Fund; Class A Shares
WFVCX,Wells Fargo Funds Trust: Wells Fargo International Value Fund; Class C Shares
WFVIX,Wells Fargo Funds Trust: Wells Fargo International Value Fund; Institutional Class Shares
WFSDX,Wells Fargo Funds Trust: Wells Fargo Intrinsic Small Cap Value Fund; Administrator Class Shares
WFSMX,Wells Fargo Funds Trust: Wells Fargo Intrinsic Small Cap Value Fund; Class A Shares
WSCDX,Wells Fargo Funds Trust: Wells Fargo Intrinsic Small Cap Value Fund; Class C Shares
WFSSX,Wells Fargo Funds Trust: Wells Fargo Intrinsic Small Cap Value Fund; Institutional Class Shares
EIVDX,Wells Fargo Funds Trust: Wells Fargo Intrinsic Value Fund; Administrator Class Shares
EIVAX,Wells Fargo Funds Trust: Wells Fargo Intrinsic Value Fund; Class A Shares
EIVBX,Wells Fargo Funds Trust: Wells Fargo Intrinsic Value Fund; Class B Shares
EIVCX,Wells Fargo Funds Trust: Wells Fargo Intrinsic Value Fund; Class C Shares
EIVTX,Wells Fargo Funds Trust: Wells Fargo Intrinsic Value Fund; Class R Shares
EIVRX,Wells Fargo Funds Trust: Wells Fargo Intrinsic Value Fund; Class R4 Shares
EIVFX,Wells Fargo Funds Trust: Wells Fargo Intrinsic Value Fund; Class R6 Shares
EIVIX,Wells Fargo Funds Trust: Wells Fargo Intrinsic Value Fund; Institutional Class Shares
EWEIX,Wells Fargo Funds Trust: Wells Fargo Intrinsic World Equity Fund; Administrator Class Shares
EWEAX,Wells Fargo Funds Trust: Wells Fargo Intrinsic World Equity Fund; Class A Shares
EWECX,Wells Fargo Funds Trust: Wells Fargo Intrinsic World Equity Fund; Class C Shares
EWENX,Wells Fargo Funds Trust: Wells Fargo Intrinsic World Equity Fund; Institutional Class Shares
WFLLX,Wells Fargo Funds Trust: Wells Fargo Large Cap Core Fund; Administrator Class Shares
EGOAX,Wells Fargo Funds Trust: Wells Fargo Large Cap Core Fund; Class A Shares
EGOCX,Wells Fargo Funds Trust: Wells Fargo Large Cap Core Fund; Class C Shares
EGOHX,Wells Fargo Funds Trust: Wells Fargo Large Cap Core Fund; Class R Shares
EGORX,Wells Fargo Funds Trust: Wells Fargo Large Cap Core Fund; Class R6 Shares
EGOIX,Wells Fargo Funds Trust: Wells Fargo Large Cap Core Fund; Institutional Class Shares
STDFX,Wells Fargo Funds Trust: Wells Fargo Large Cap Growth Fund; Administrator Class Shares
STAFX,Wells Fargo Funds Trust: Wells Fargo Large Cap Growth Fund; Class A Shares
STOFX,Wells Fargo Funds Trust: Wells Fargo Large Cap Growth Fund; Class C Shares
STMFX,Wells Fargo Funds Trust: Wells Fargo Large Cap Growth Fund; Class R Shares
SLGRX,Wells Fargo Funds Trust: Wells Fargo Large Cap Growth Fund; Class R4 Shares
STFFX,Wells Fargo Funds Trust: Wells Fargo Large Cap Growth Fund; Class R6 Shares
STNFX,Wells Fargo Funds Trust: Wells Fargo Large Cap Growth Fund; Institutional Class Shares
WWIDX,Wells Fargo Funds Trust: Wells Fargo Large Company Value Fund; Administrator Class Shares
WLCAX,Wells Fargo Funds Trust: Wells Fargo Large Company Value Fund; Class A Shares
WFLVX,Wells Fargo Funds Trust: Wells Fargo Large Company Value Fund; Class C Shares
WLCIX,Wells Fargo Funds Trust: Wells Fargo Large Company Value Fund; Institutional Class Shares
WLVDX,Wells Fargo Funds Trust: Wells Fargo Low Volatility US Equity Fund; Administrator Class Shares
WLVLX,Wells Fargo Funds Trust: Wells Fargo Low Volatility US Equity Fund; Class A Shares
WLVKX,Wells Fargo Funds Trust: Wells Fargo Low Volatility US Equity Fund; Class C Shares
WLVMX,Wells Fargo Funds Trust: Wells Fargo Low Volatility US Equity Fund; Class R Shares
WLVJX,Wells Fargo Funds Trust: Wells Fargo Low Volatility US Equity Fund; Class R6 Shares
WLVOX,Wells Fargo Funds Trust: Wells Fargo Low Volatility US Equity Fund; Institutional Class Shares
NWMIX,Wells Fargo Funds Trust: Wells Fargo Minnesota Tax-Free Fund; Administrator Class Shares
NMTFX,Wells Fargo Funds Trust: Wells Fargo Minnesota Tax-Free Fund; Class A Shares
WMTCX,Wells Fargo Funds Trust: Wells Fargo Minnesota Tax-Free Fund; Class C Shares
WMTIX,Wells Fargo Funds Trust: Wells Fargo Minnesota Tax-Free Fund; Institutional Class Shares
NVMBX,Wells Fargo Funds Trust: Wells Fargo Moderate Balanced Fund; Administrator Class Shares
WFMAX,Wells Fargo Funds Trust: Wells Fargo Moderate Balanced Fund; Class A Shares
WMOBX,Wells Fargo Funds Trust: Wells Fargo Moderate Balanced Fund; Class B Shares
WFBCX,Wells Fargo Funds Trust: Wells Fargo Moderate Balanced Fund; Class C Shares
STGXX,Wells Fargo Funds Trust: Wells Fargo Money Market Fund; Class A Shares
WMPXX,Wells Fargo Funds Trust: Wells Fargo Money Market Fund; Premier Class Shares
WMOXX,Wells Fargo Funds Trust: Wells Fargo Money Market Fund; Service Class Shares
WMFDX,Wells Fargo Funds Trust: Wells Fargo Municipal Bond Fund; Administrator Class Shares
WMFAX,Wells Fargo Funds Trust: Wells Fargo Municipal Bond Fund; Class A Shares
WMFBX,Wells Fargo Funds Trust: Wells Fargo Municipal Bond Fund; Class B Shares
WMFCX,Wells Fargo Funds Trust: Wells Fargo Municipal Bond Fund; Class C Shares
WMBIX,Wells Fargo Funds Trust: Wells Fargo Municipal Bond Fund; Institutional Class Shares
WUCXX,Wells Fargo Funds Trust: Wells Fargo Municipal Cash Management Money Market Fund; Admin Class Shares
